product_image,product_name,product_rating,product_url
https://images-na.ssl-images-amazon.com/images/I/41NHk96DoKL._SY300_SX300_.jpg,MINISO We Bare Bears- Memory Foam U-Shaped Pillow (Brown),4.7 out of 5 stars,https://www.amazon.in/dp/B086TZJTJ7?&linkCode=ll1&tag=giftomatic07-21&linkId=e92552bf7da44dfc94dbb33cc6a1fcdb&language=en_IN&ref_=as_li_ss_tl
https://images-eu.ssl-images-amazon.com/images/I/410tM9%2BbcjL._SX300_SY300_QL70_ML2_.jpg,"HUG N FEEL SOFT TOYS Teddy Bear 6 Feet Soft Toy | Birthday Gift for Girls/Wife, Boyfriend/ Husband | Wedding/Anniversary Gift for Couple Special | Baby Toys Gift Items, Extra Large (6 Feet, Cream)",4.1 out of 5 stars,https://www.amazon.in/HUG-FEEL-SOFT-TOYS-Lovable/dp/B07CXN9N55?th=1&linkCode=ll1&tag=giftomatic07-21&linkId=89be1c6fff075d485fda91f2fa4253dc&language=en_IN&ref_=as_li_ss_tl
https://images-eu.ssl-images-amazon.com/images/I/31rilW883OS._SX300_SY300_QL70_ML2_.jpg,"MINISO We Bare Bears in-Ear Headphones with Microphone, Comfortable Earbuds Cute Earphones for Mobile Smartphones Apple Xiaomi Realme Oppo Samsung and More - Blue",3.9 out of 5 stars,https://www.amazon.in/MINISO-Headphones-Microphone-Comfortable-Smartphones/dp/B07D953NGH?th=1&linkCode=ll1&tag=giftomatic07-21&linkId=fe68026644716860f7630fec1d1ddaa8&language=en_IN&ref_=as_li_ss_tl
https://images-na.ssl-images-amazon.com/images/I/31fDaxV6hZL._SY300_SX300_.jpg,The Moko Mini (Shy Pink),Previous page of related Sponsored Products,https://www.amazon.in/The-Moko-Mini-Shy-Pink/dp/B08XPMZ5N1?crid=BJHMZBFXZJT5&dchild=1&keywords=mokobara&qid=1626036129&sprefix=moko%2Caps%2C394&sr=8-12&linkCode=ll1&tag=giftomatic07-21&linkId=6369285bd529de0ecdba0de2b9408115&language=en_IN&ref_=as_li_ss_tl
https://images-eu.ssl-images-amazon.com/images/I/31bP3C6eMxS._SX300_SY300_QL70_ML2_.jpg,"THE ASSEMBLY Electronic Organizer Tech Kit Small Travel Cable Organizer Bag for Hard Drives, Cables, Charger, Phone, USB, SD Card (Grey)",4.0 out of 5 stars,https://www.amazon.in/ASSEMBLY-Electronic-Organizer-Travel-Charger/dp/B08RJ3MWN4?th=1&linkCode=ll1&tag=giftomatic07-21&linkId=aba4ed79dccd3feda2157b7e9fba35f9&language=en_IN&ref_=as_li_ss_tl
https://images-eu.ssl-images-amazon.com/images/I/3143dSTa6mL._SY300_SX300_QL70_ML2_.jpg,"gs GREATERSCAP Super Classic Camera Lens Shaped Coffee Mug with Lid, Steel Insulated | Gifting idea| DSLR Camera Lens Shaped Travel Thermos Cup 400 Ml, Black",4.2 out of 5 stars,https://www.amazon.in/dp/B07KZGN5CX?psc=1&pd_rd_i=B07KZGN5CX&pd_rd_w=QSddj&pf_rd_p=f7411aaf-b7ff-4de1-8a53-cdd447bca5de&pd_rd_wg=Lqg6x&pf_rd_r=HMZ9Z8CMC7305NCMBQHH&pd_rd_r=4db68118-4a56-4c5f-b2cb-52cb06a1437c&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExOENZMEY1TlNDNFVaJmVuY3J5cHRlZElkPUEwNzA4NTY1M0VNVUxaTzRBQklFVyZlbmNyeXB0ZWRBZElkPUEwMTY5OTgzMlo2NlBXSVIzT1RSTCZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU%3D&linkCode=ll1&tag=giftomatic07-21&linkId=19964cf6bd42e16ef7051933ec50b29c&language=en_IN&ref_=as_li_ss_tl
https://images-eu.ssl-images-amazon.com/images/I/41ep2-czIYL._SY300_SX300_QL70_ML2_.jpg,Sony WH-CH510 Wireless Headphones - Black,4.0 out of 5 stars,https://www.amazon.in/Sony-WHCH510-WH-CH510-Wireless-Headphone/dp/B07WSKKYPR?dchild=1&keywords=wireless+headphones&qid=1626036847&refinements=p_89%3AJBL%7CSony%2Cp_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-5&linkCode=ll1&tag=giftomatic07-21&linkId=8b18f00df216bc0970419fbb7034d18f&language=en_IN&ref_=as_li_ss_tl
https://images-eu.ssl-images-amazon.com/images/I/51zrB9BasTS._SX300_SY300_QL70_ML2_.jpg,UrbanMooch Handcrafted Sheesham Wood Beard Comb - Compact & Light Weight For Healthy & Stylish Beard,4.2 out of 5 stars,https://www.amazon.in/dp/B091NRGMBQ?psc=1&pd_rd_i=B091NRGMBQ&pd_rd_w=RorTX&pf_rd_p=22b566f7-b705-4003-ab1d-17d90225e15f&pd_rd_wg=7lNhn&pf_rd_r=J75J42Z4FXH8AQJ4TT5C&pd_rd_r=3c08b69d-7b9c-4b0c-b49a-3371b178639d&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExTkRXSUdNMDlURjNLJmVuY3J5cHRlZElkPUEwNzMwOTQ4UEpWTEFKTExZN0NHJmVuY3J5cHRlZEFkSWQ9QTA4NzU4NzI1N082SUdUMTA4NFkmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&linkCode=ll1&tag=giftomatic07-21&linkId=57f1be0bc196eac9d7a02a202c3fe5e9&language=en_IN&ref_=as_li_ss_tl
https://images-eu.ssl-images-amazon.com/images/I/5101y2a5NzL._SX300_SY300_QL70_ML2_.jpg,"Lasaki Couple Ceramic Pot for Indoor Plants | Planters Flower Pots Gamla Succulent Pot Outdoor (Color: Antique) (L:15 cm, W:9 cm, H:13 cm)",4.2 out of 5 stars,https://www.amazon.in/dp/B0778QWKM5?th=1&linkCode=ll1&tag=giftomatic07-21&linkId=0dad00f28cc4037eb26965f90dfcf4b0&language=en_IN&ref_=as_li_ss_tl
https://images-eu.ssl-images-amazon.com/images/I/51rENR6MsVL._SX300_SY300_QL70_ML2_.jpg,UrbanMooch 100% Boar Bristle Beard Brush with Wooden Handle for a Healthy Beard & Styling,4.0 out of 5 stars,https://www.amazon.in/dp/B08JD7MDT2?psc=1&pd_rd_i=B08JD7MDT2&pd_rd_w=7mklY&pf_rd_p=db6d779c-107a-4ad8-b18a-bef254d1f928&pd_rd_wg=QMeny&pf_rd_r=0GTRF8W5TRWVDBS8XNGQ&pd_rd_r=67c71ddc-81d7-4135-8293-d267f2cdaef6&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySVg3OVhJTkhMSVpYJmVuY3J5cHRlZElkPUEwMDAwOTA3MkRQQzU2TUVTN0Y5SSZlbmNyeXB0ZWRBZElkPUEwODUzNDA0RkJJN1M3NkdTT05DJndpZGdldE5hbWU9c3BfZGV0YWlsX3RoZW1hdGljJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ%3D%3D&linkCode=ll1&tag=giftomatic07-21&linkId=42f3ca9a986c6bbaf7f0c1387fe47f3e&language=en_IN&ref_=as_li_ss_tl
